Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2019,35268,City of Boston,Boston,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"For its inventory, the City of Boston relies on a mix of actual measurements and modeled calculations. Actual measurements are available for electricity, natural gas, and steam (obtained directly from energy utilities), and all sources related to mass transit, the airport, and water and sewer (obtained from the regional authorities). Regional transportation models are used to calculate vehicle-miles-traveled in Boston, which are then split into diesel and gasoline based on the State diesel and gas consumption split. Then each fuel type is divided into the average fleet mix categories (ICLEI 2009) and the EPA emissions factor for each vehicle type are applied to calculate the GHG. Fuel oil consumption is estimated based on sampling, U.S. Census data, and some state consumption figures.",No,"CH4, CO2, N20",,,,,,,4059459,2262934,,6146099,6146099,Decreased,Other,,683015,2017,POINT (-71.0598 42.3584),2020-05-01T03:57:57.217
2019,73650,Armstrong,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,41546.22,0,10536.83,0,1616.19,,,,,,,,,11484,2010,,2020-05-01T03:57:57.217
2019,43940,Malmö Stad,Malmö,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",1531,744832,13343,183601,,,,,,,,Increased,Improved data accuracy,,338369,2018,POINT (13.0038 55.605),2020-05-01T03:57:57.217
2019,840037,Tilisarao,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,27470.46,,7674.05,,1697.27,,,,,,Do not know,,,6256,2010,,2020-05-01T03:57:57.217
2019,31154,Bogotá Distrito Capital,Bogotá,Colombia,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-01-01 - 2012-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, HFCs, N20, PFCs, SF6",,11707310.37,,,,,,,,,,Decreased,Change in accounting methodology,,7980001,2016,POINT (-74.0721 4.711),2020-05-01T03:57:57.217
2019,35853,City of Baltimore,Baltimore,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",8013034,4019044,,3211447,,369,,,,,,Increased,Population increase,,602495,2018,POINT (-76.6122 39.2904),2020-05-01T03:57:57.217
2019,73665,Villa Pehuenia,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,25758.13,0,1858.15,0,863.52,,,,,,This is our first year of calculation,Lack of knowledge overcome,,1611,2010,,2020-05-01T03:57:57.217
2019,834161,Kinmen County Government,,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,,,"CH4, CO2, N20",,,,,,,445750.75,0,76763.98,,,Increased,Population increase,,137456,2017,,2020-05-01T03:57:57.217
2019,31090,District of Columbia,"Washington, DC",United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,2902489,,3964113,,467329,,,,,,Decreased,Other: Greening of regional electric grid,,702455,2018,POINT (-77.0369 38.9072),2020-05-01T03:57:57.217
2019,840034,Morón,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",,661493.01,,239101.34,,39025.54,,,,,,Do not know,,,321109,2010,,2020-05-01T03:57:57.217
2019,1184,City of Austin,Austin,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),We used GPC Basic reporting level and add IPCC emissions from industrial sources,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,7964557,5616022,,11524547,12485799,Decreased,Policy change,,1227000,2017,POINT (-97.7431 30.2672),2020-05-01T03:57:57.217
2019,10495,City of Las Vegas,Las Vegas,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Larger – covers the whole city and adjoining areas,Other,"Community data was collected from local utilities (NV Energy and Southwest Gas), the Nevada Department of Transportation's Annual VMT Report for Clark County, the Regional Transportation Commission of Southern Nevada, and the Nevada Department of Environmental Protection.",,CO2,,9832744,,9752433,,1640646,,,,,,Do not know,Lack of documentation,,652918,2018,POINT (-115.14 36.1699),2020-05-01T03:57:57.217
2019,31182,City of San Francisco,San Francisco,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),San Francisco inventories are completed in accordance with the Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC). San Francisco has been tracking its emissions since 1990 in which the methodology and sectors tracked were third party verified during inventory year 2012. Current GHG inventories are completed according to the guidance of verifiers in 2012 and continues to disclose emissions under the GPC framework for reporting purposes to and compliance with the Global Covenant of Mayors (GCOM).,No,"CH4, CO2, N20",,,,,,,4335772.32,507037.85,344023.48,5005860.76,5127810.23,Decreased,Legislative change: Methodology Change,,884363,2017,POINT (-122.419 37.7749),2020-05-01T03:57:57.217
2019,43920,City of Ljubljana,Ljubljana,Slovenia,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,as well as OECD/EUROSTAT.,,"CH4, CO2, N20",802083,2012758,0,0,0,0,,,,,,Increased,Population increase,,292988,2019,POINT (14.5058 46.0569),2020-05-01T03:57:57.217
2019,35872,Municipality of Recife,Recife,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Além do critério Water Footprint Assessment Manual para a Pegada Hídrica. Também levou-se em consideração o conhecimento e a disponibilidade de dados sobre o aporte de emissões de cada setor estabelecido para a medição das pegadas com base nas referências bibliográficas consultadas. Além disso, os setores foram determinados em função de sua representatividade, sendo esta entendida como a contribuição do determinado setor às Pegadas de Carbono e Hídrica do Recife.",Yes,"CH4, CO2, N20",,2916963,,,,,,,,,,Decreased,Change in weather conditions,,1637834,2018,POINT (-34.8829 -8.05783),2020-05-01T03:57:57.217
2019,31175,City of Paris,Paris,France,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Since 2014, Paris translate its emission inventory in GPC protocol.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,3359242,1836421,2917831,5489249,7949494,Decreased,Other,,2249975,2016,POINT (2.35222 48.8566),2020-05-01T03:57:57.217
2019,36522,Comune di Verbania,Verbania,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,,137456,,,,,,,,,,Decreased,Technological change,,30487,2018,POINT (8.55537 45.9283),2020-05-01T03:57:57.217
2019,59669,City of North Vancouver,North Vancouver,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Other: ICLEI Partners for Climate Protection,Canadian Supplement to the International Emissions Analysis Protocol.,,"CH4, CO2",,205886,,4159,,1929,,,,,,Stayed the same,Emissions have not changed,,52898,2016,POINT (-123.072 49.32),2020-05-01T03:57:57.217
2019,839931,Dong Hoi City,,Viet Nam,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Other: Bilan Carbone,"Developed by the French Agency for Environment and Energy Management (ADEME), the Bilan Carbone tool serves as an accounting method for calculating in details the direct and indirect GHG emissions. Its analysis covers all of six GHGs (CO2, CH4, N2O, SF6, HFCs and PFCs) mentioned in Kyoto protocol, CFCs and water vapor released into the stratosphere by airplanes. The Bilan Carbone accordingly provides an overview on the various emission sources and their contributions to climate change. By employing this method, the GHG emissions from different types of reduction scenarios can be estimated, and thereby helps to identify appropriate and effective action plans and/or policies as well as potential implementation options to reduce GHG emissions.The Bilan Carbone method is somewhat similar to the techniques of “Rapid asessment of sources of air, water and land pollution” which are primarily based on the magnitude of emission sources and emission factors. The cores of Bilan Carbone tool are workbooks and spreadsheets in MS. Excel with ready-made calculating and converting formulas. All emission factors are arranged in a separate spreadsheet and linked to corresponding cells in other ones. Thus, in the event the users add or modify emission factors, the results in associated cells and spreadsheets are altered accordingly.",,"CH4, CO2, HFCs, N20, PFCs, SF6",,424089,,,,,,,,,,This is our first year of calculation,,,130950,2018,,2020-05-01T03:57:57.217
2019,54388,Iskandar Regional Development Authority,Iskandar,Malaysia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Iskandar Malaysia was the first in Malaysia to adopt the GPC for Community-Scale Greenhouse Gas Emission Inventories (GPC).,No,"CH4, CO2, N20",,,,,,,19908092,7176564,,16200490,,Increased,Other: Increased GDP,,2090000,2017,POINT (100.992 1.45556),2020-05-01T03:57:57.217
2019,60029,City of Cagayan de Oro,Cagayan de Oro,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Other: World Resource Council Greenhouse Gas Protocol,This was prescribed,,"CH4, CO2, N20",,428467.45,,,,,,,,,,This is our first year of calculation,Other: For consideration,,675950,2015,POINT (124.632 8.45423),2020-05-01T03:57:57.217
2019,31170,Metropolitan Municipality of Lima,Lima,Peru,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,,,,15789438,,Do not know,Other: Se desconoce,,9485405,2017,POINT (-77.0283 -12.0433),2020-05-01T03:57:57.217
2019,60216,City of Växjö,Växjö,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"we have used and refined the method since the mid 90's when the politicians decided that we are going to be a fossil fuel free city, hence an inventory method was needed to be developed. we calculate data from various companies, authorities etc. Some input is estimated  (espcially use of various small-scale renewable energy sources). When it comes to other GHG than CO2, we totally rely on national monitoring and breakdown on local level.It is very much in line with the GPC, but is based on our own Excel template.However, I have also transferred the data into the CIRIS template.",Yes,"CH4, CO2, HFCs, N20, PFCs, SF6",16917,248337,0,19753,0,0,,,,,,Stayed the same,Emissions have not changed,,91060,2017,POINT (14.8091 56.8777),2020-05-01T03:57:57.217
2019,57509,Prefeitura Niterói,Niterói,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Foi realizado inventário de emissão de gases por meio do Software ClearPath, referente às atividades do ano de 2015.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,1134407.8,164574.2,430620,1729602.21,0,This is our first year of calculation,Other: Primeiro ano de cálculo,,511786,2018,POINT (-43.1184 -22.8928),2020-05-01T03:57:57.217
2019,839668,Municipio de Iztapa,,Guatemala,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2019-01-01 - 2020-01-01,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),por ser el indicado para nuestro caso  como ciudad o municipio,No,"CH4, CO2, N20",,,,,,,54244,8490,1190,63925,6344947,Do not know,Other,,11917,2019,,2020-05-01T03:57:57.217
2019,35755,Village of Kadiovacik,Urla,Turkey,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-30,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Purchased electricity tool; stationary combustion tool; mobile transport tool has been used,,"CH4, CO2, N20",0,90,132,0,0,0,,,,,,Decreased,Technological change,,232,2017,POINT (26.5536 38.3434),2020-05-01T03:57:57.217
2019,36492,Comune di Parma,Parma,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,CO2,0,990097,,,,,,,,,,Decreased,Policy change,,196000,2018,POINT (10.3279 44.8015),2020-05-01T03:57:57.217
2019,54102,City of Albany,Albany,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,-,,Other: New York Community and Regional GHG Inventory Guidance,Created by New York GHG Working Group,,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,,,,,,,,,97856,2010,POINT (-73.7562 42.6526),2020-05-01T03:57:57.217
2019,60419,Municipalidad de Rio Grande,Rio Grande,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,981954,,,810086,810086,Do not know,,,88741,2019,POINT (-67.7002 -53.786),2020-05-01T03:57:57.217
2019,2430,City of Burlington,Burlington,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Larger – covers the whole city and adjoining areas,Other: Local Government Greenhouse Gas (GHG) Emissions Analysis Protocol developed by the Climate Registry and ICLEI,,,CO2,0,359615,,,,,,,,,,Decreased,Other: Change in energy source,,42284,2015,POINT (-73.2121 44.4759),2020-05-01T03:57:57.217
2019,73750,Tarakan City,,Indonesia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2010-01-01 - 2010-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),GPC reporting level : BASIC,No,"CH4, CO2, N20",,,,,,,339843.46,152320.77,,492164.23,492164.23,Do not know,Other,,253026,2017,,2020-05-01T03:57:57.217
2019,35993,Singapore Government,Singapore,Singapore,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,We have also used the Revised 1996 IPCC Guidelines and the IPCC Good Practice Guidance to calculate emissions from certain sources.,,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,48432920,0,,,,Increased,Population increase,,5640000,2018,POINT (103.82 1.35208),2020-05-01T03:57:57.217
2019,54109,City of Bloomington,Bloomington,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The GPC methodology was chosen because it a comprehensive protocol that is used by cities across the world. It was also chosen in an attempt to establish a consistent methodology for GHG accounting going forward.Now that Bloomington is a part of the Global Covenant of Mayors, using the GPC is a requirement for GHG reporting. A new GHG inventory for the community will be completed by fall 2019 using GPC and guidance from ICLEI Local Governments for Sustainability ClearPath software.",No,"CH4, CO2, N20",,,,,,,627454,829264,182942,1639657,1639657,Do not know,Change in methodology,,84981,2018,POINT (-86.5264 39.1653),2020-05-01T03:57:57.217
2019,840419,Mahasarakham Municipality,,Thailand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,62448.58,184372.18,414.93,246291.72,247235.68,Increased,Change in calculation following verification,,49841,2019,,2020-05-01T03:57:57.217
2019,58513,City of Medford,Medford,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,City specific methodology,"We followed the City of Cambridge's greenhouse gas emissions methodology, which follows GPC.",,CO2,0,220603.32,1041.57,99417.5,0,93063.31,,,,,,Increased,"Other: Weather, inconsistent methodology, unavailable data",,57797,2017,POINT (-122.876 42.3265),2020-05-01T03:57:57.217
2019,73738,Khon Kaen City,,Thailand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,139565.82,214866.16,40760.64,395192.62,,Decreased,Technological change,,119265,2018,,2020-05-01T03:57:57.217
2019,73724,Arteaga,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,25160.43,0,2696.95,0,413.67,,,,,,This is our first year of calculation,Other,,3546,2014,,2020-05-01T03:57:57.217
2019,49333,"City of Louisville, KY",Louisville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",10844022,9955664,,9883480,,1715766,,,,,,Decreased,Technological change,,770517,2018,POINT (-85.6784 38.196),2020-05-01T03:57:57.217
2019,73722,Mornington Peninsula Shire,,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-07-01 - 2018-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20",,,,,,,958773,992254,116185,1858540,2067212,Increased,Other: Inclusion of BASIC+ sectors,,160862,2016,,2020-05-01T03:57:57.217
2019,50578,City of Windsor,Windsor,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The 2014 baseline inventory for,No,"CH4, CO2, N20",,,,,,,1968805,102003,181709,2111433,2252052,Increased,Increased energy/electricity consumption,,233763,2018,POINT (-83.0364 42.3149),2020-05-01T03:57:57.217
2019,59538,City of Mississauga,Mississauga,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),We have also used other methodologies (particularly with regards to waste). More information can be found in the attached Excel worksheet.,Yes,"CH4, CO2, N20",,7447065,,125825,,,,,,,,Do not know,Change in methodology,,721599,2016,POINT (43.589 -79.6441),2020-05-01T03:57:57.217
2019,54104,City of Boulder,Boulder,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),The city reports to the BASIC level,Yes,"CH4, CO2, N20",0,751388.46,0,774365.26,0,194961.73,,,,,,Decreased,Technological change,,108507,2017,POINT (-105.252 40.0274),2020-05-01T03:57:57.217
2019,840370,Upplands-Bro Municipality,Upplands-Bro kommun,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Regional or country specific methodology,"The data in the database originates from:• Sweden's reporting to the Climate Convention and the Air Safety Convention• Geographical distribution of the total emissions Sweden reportsThe data in the database is based on Sweden's official emission statistics, which are reported for the Climate Convention and the Air Safety Convention. Emissions for Sweden have been distributed across the country in a grid where the squares correspond to 1 km2. The distribution is done using relevant statistics and geographical data, such as road networks, pastures, felled forests, population data. This geographical distribution means that the national total emissions are broken down and distributed at regional and local level. The breakdown into higher spatial resolution includes a geographical limitation of where emissions occur (eg road networks) and statistics at regional and local level. This means that the finer the division, the greater the uncertainty.",,"CH4, CO2, HFCs, N20, PFCs, SF6",12582.4,124766.91,,,,,,,,,,Decreased,Technological change,,28912,2019,,2020-05-01T03:57:57.217
2019,2185,Bristol City Council,Bristol,United Kingdom of Great Britain and Northern Ireland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),SCATTER report attached at 4.5.,Yes,"CH4, CO2, N20",791.09,1108722.31,0,625025.24,146.11,440914.2,,,,,,Decreased,Other: Grid decarbonisation.,,459300,2017,,2020-05-01T03:57:57.217
2019,54352,City of Muntinlupa,,Philippines,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,,,"CH4, CO2, N20",,362253.08,,854000,,10764.73,,,,,,This is our first year of calculation,,,504509,2015,,2020-05-01T03:57:57.217
2019,54389,Taichung City Government,Taichung,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Taiwan has promulgated the “Guideline of GHG Inventory for County and Municipal Government” in 2011, the guideline has been revised according to the Global Protocol for Community-Scale Greenhouse Gas Emission Inventories from ICLEI. With the latest GPC concept and methodology, the inventory has compliance with international regulation.",No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,57023748.4,15540054.6,1032598.3,62173728,73596401.4,Increased,Increased energy/electricity consumption,,2803894,2018,POINT (120.647 24.1619),2020-05-01T03:57:57.217
2019,59160,Ville de Nyon,Nyon,Switzerland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2",,,,,,,98739,12895,156,111703,111790,Increased,Population increase,,21211,2019,POINT (6.23478 46.3833),2020-05-01T03:57:57.217
2019,52638,Prefeitura de Aracaju,Aracaju,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,737282,300814,89532,1128628,,This is our first year of calculation,Lack of knowledge overcome,,641523,2016,POINT (-37.0731 -10.9472),2020-05-01T03:57:57.217
2019,74427,City of Sarasota,Sarasota,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,220114,407299,41350,668763,,Decreased,,,56000,2016,POINT (27.3364 82.5307),2020-05-01T03:57:57.217
2019,31149,City of Athens,Athens,Greece,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,1175500,2038412,614277,3537650,3828189,Increased,Increased energy/electricity consumption,,664046,2011,POINT (23.7275 37.9838),2020-05-01T03:57:57.217
2019,50671,Município de Fafe,Fafe,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,,2006 IPCC Guidelines for National Greenhouse Gas Inventories,Determination of CO2 emissions methodology is based on IPCC principles. Presented data is determined by applying emission factors to the data resulting from energy baseline emissions. The energy baseline emissions are calculated using a mathematical model that is based on local energy consumption and macroeconomic and demographic variables.,,CO2,,195597,,,,,,,,,,This is our first year of calculation,,,50633,2011,POINT (-8.17286 41.4508),2020-05-01T03:57:57.217
2019,73668,Malabrigo,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,45291.33,0,3857.78,0,591.72,,,,,,This is our first year of calculation,Other,,7339,2010,,2020-05-01T03:57:57.217
